,start_date,end_date,duration,distance,electricity_used,MPGe,mikWh,start_soc,end_soc,temp,start_range,end_range
144,2022-03-25 16:23:17,2022-03-25 16:58:39,00:35:22,17.77,2.92,205.17,6.085616438356165,0.7137,0.6628000000000001,57.08,286.65809383561646,266.21407397260276
145,2022-08-31 13:35:24,2022-08-31 13:45:45,00:10:21,4.32,0.71,205.21,6.084507042253522,0.6235,0.6078,82.4,250.3835492957747,244.0787830985916
146,2022-09-01 16:13:50,2022-09-01 16:42:55,00:29:05,16.74,2.76,204.38,6.065217391304348,0.8706,0.8234999999999999,83.76,348.5049652173913,329.65063043478256
147,2022-10-20 18:08:32,2022-10-20 18:39:55,00:31:23,17.77,2.93,204.37,6.064846416382252,0.6666,0.6196,51.61,266.826556996587,248.01340341296927
148,2022-06-27 17:04:03,2022-06-27 17:12:14,00:08:11,3.39,0.56,204.31,6.053571428571428,0.6823999999999999,0.6784,78.92,272.64317142857135,271.04502857142853
149,2022-09-30 16:49:38,2022-09-30 17:20:20,00:30:42,17.8,2.95,203.35,6.033898305084746,0.7608,0.7137,63.37,302.9789288135593,284.2219525423729
150,2022-10-29 11:33:01,2022-10-29 11:40:33,00:07:32,2.35,0.39,203.04,6.0256410256410255,1.0,1.0,58.11,397.6923076923077,397.6923076923077
151,2022-11-07 16:06:21,2022-11-07 16:42:29,00:36:08,18.99,3.16,202.59,6.0094936708860756,0.6666,0.6157,71.63,264.3912797468354,244.20298670886075
152,2022-05-27 14:09:23,2022-05-27 14:12:15,00:02:52,0.66,0.11,202.01,6.0,1.0,1.0,71.6,396.0,396.0
153,2022-05-12 16:52:44,2022-05-12 16:57:26,00:04:42,0.84,0.14,203.15,5.999999999999999,0.6901999999999999,0.6901999999999999,79.51,273.31919999999997,273.31919999999997
154,2022-08-08 20:55:10,2022-08-08 21:11:57,00:16:47,5.68,0.95,201.43,5.978947368421053,0.9726,0.9568000000000001,87.8,383.79819789473686,377.5633515789474
155,2022-07-04 17:07:51,2022-07-04 17:19:53,00:12:02,3.93,0.66,200.9,5.954545454545454,1.0,0.9882,84.2,393.0,388.36259999999993
156,2022-05-31 16:16:03,2022-05-31 16:47:03,00:31:00,17.78,3.0,199.77,5.926666666666667,0.9333,0.8784000000000001,92.82,365.069628,343.594944
157,2022-07-27 12:01:57,2022-07-27 12:13:19,00:11:22,3.43,0.58,199.58,5.913793103448277,0.6901999999999999,0.6784,84.18,269.3922,264.7865379310345
158,2022-08-14 19:10:34,2022-08-14 19:26:40,00:16:06,6.09,1.03,199.25,5.912621359223301,0.4235,0.4235,78.8,165.26367961165047,165.26367961165047
159,2022-11-01 16:44:33,2022-11-01 17:13:16,00:28:43,16.48,2.79,199.07,5.906810035842294,0.6862,0.6392,68.04,267.5147010752688,249.191776344086
160,2022-09-13 16:19:33,2022-09-13 16:48:55,00:29:22,17.72,3.0,199.05,5.906666666666666,0.9294,0.8784000000000001,82.67,362.317296,342.435456
